DienTich,City,District,MatTien,PhapLy,DuongVao,HuongNha,SoTang,SoPhongNgu,SoToilet,NoiThat,Ward,USD
97.5,75.0,742.0,5.0,4.0,12.0,6.0,4.0,3.0,4.0,0.0,26476.0,392000.0
40.0,1.0,5.0,,1.0,,7.0,5.0,8.0,8.0,2.0,166.0,352000.0
65.0,1.0,6.0,4.5,1.0,3.0,3.0,5.0,4.0,3.0,2.0,208.0,480000.0
600.0,79.0,768.0,22.0,1.0,40.0,2.0,2.0,3.0,4.0,3.0,27055.0,6360000.0
61.0,1.0,1.0,4.0,1.0,2.0,8.0,4.0,3.0,2.0,3.0,28.0,468000.0
31.0,1.0,4.0,3.9,1.0,3.0,5.0,5.0,3.0,4.0,1.0,151.0,182000.0
124.2,79.0,766.0,7.2,1.0,6.0,3.0,5.0,3.0,4.0,2.0,26965.0,895600.0
19.0,1.0,268.0,19.0,1.0,18.0,6.0,6.0,4.0,5.0,1.0,9542.0,1520000.0
160.0,60.0,593.0,8.0,4.0,20.0,6.0,2.0,3.0,3.0,0.0,22966.0,180000.0
90.0,74.0,718.0,,4.0,18.0,6.0,4.0,4.0,4.0,3.0,25760.0,360000.0
55.0,1.0,4.0,12.0,1.0,7.0,7.0,5.0,5.0,4.0,3.0,148.0,540000.0
80.0,79.0,786.0,8.0,1.0,6.0,1.0,2.0,3.0,4.0,2.0,27643.0,260000.0
40.0,1.0,20.0,3.2,1.0,6.0,3.0,5.0,4.0,4.0,2.0,646.0,232000.0
55.0,1.0,268.0,4.2,1.0,25.0,5.0,7.0,6.0,7.0,1.0,9556.0,580000.0
56.0,1.0,3.0,4.1,1.0,,7.0,3.0,3.0,2.0,2.0,100.0,403200.0
51.0,1.0,5.0,,1.0,,3.0,7.0,5.0,6.0,2.0,169.0,644000.0000000001
53.76,79.0,770.0,4.2,1.0,5.0,6.0,4.0,4.0,5.0,2.0,27151.0,187600.0
106.0,79.0,762.0,4.0,1.0,7.0,7.0,4.0,4.0,4.0,2.0,26809.0,326000.0
86.0,1.0,9.0,5.0,1.0,2.5,6.0,3.0,3.0,3.0,0.0,373.0,380000.0
80.0,79.0,762.0,5.0,1.0,6.0,6.0,5.0,7.0,7.0,2.0,26800.0,327999.99999999994
105.0,1.0,268.0,29.0,1.0,20.0,7.0,6.0,4.0,7.0,2.0,9552.0,1280000.0
72.0,1.0,5.0,8.0,1.0,,3.0,4.0,8.0,4.0,1.0,157.0,420000.0
68.0,1.0,268.0,,1.0,,3.0,4.0,4.0,4.0,2.0,9542.0,380000.0
44.0,1.0,4.0,4.1,2.0,10.0,2.0,6.0,4.0,6.0,2.0,130.0,528000.0
30.0,79.0,768.0,,1.0,,2.0,4.0,3.0,4.0,2.0,27043.0,195600.0
300.0,79.0,778.0,15.0,1.0,20.0,3.0,2.0,4.0,4.0,2.0,27481.0,1960000.0
56.0,1.0,4.0,,1.0,,4.0,2.0,2.0,2.0,2.0,133.0,832000.0
170.0,79.0,771.0,8.0,1.0,3.0,5.0,7.0,57.0,57.0,2.0,27163.0,1160000.0
33.0,1.0,8.0,3.5,1.0,3.0,1.0,5.0,4.0,4.0,2.0,328.0,124000.0
49.0,79.0,765.0,6.0,1.0,25.0,5.0,4.0,5.0,6.0,1.0,26908.0,472000.0
66.0,1.0,7.0,5.0,1.0,,6.0,3.0,3.0,3.0,2.0,241.0,1860000.0
62.0,1.0,5.0,5.0,1.0,8.0,4.0,6.0,5.0,5.0,1.0,175.0,1280000.0
38.0,1.0,5.0,3.8,1.0,3.0,7.0,5.0,4.0,4.0,3.0,172.0,288000.0
44.5,1.0,5.0,4.0,1.0,10.0,6.0,6.0,4.0,4.0,2.0,172.0,596000.0
61.9,1.0,4.0,8.0,1.0,4.0,6.0,5.0,5.0,4.0,2.0,115.0,320000.0
38.0,1.0,268.0,,1.0,,2.0,3.0,3.0,3.0,3.0,9562.0,67600.0
31.0,1.0,6.0,,1.0,,5.0,6.0,3.0,4.0,2.0,214.0,260000.0
225.0,1.0,268.0,30.0,1.0,9.0,6.0,3.0,5.0,4.0,3.0,9542.0,3800000.0
68.0,79.0,777.0,4.5,1.0,,4.0,3.0,4.0,4.0,2.0,27463.0,264000.0
375.0,1.0,250.0,,1.0,,2.0,3.0,4.0,3.0,1.0,8992.0,682500.0
100.0,79.0,763.0,5.0,1.0,30.0,4.0,4.0,4.0,4.0,2.0,26866.0,356000.0
75.0,79.0,763.0,,1.0,,5.0,3.0,3.0,4.0,0.0,26866.0,268000.0
102.6,79.0,778.0,7.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,27487.0,236000.0
320.0,75.0,742.0,16.0,1.0,60.0,6.0,2.0,3.0,3.0,2.0,26476.0,620000.0
36.0,1.0,268.0,,1.0,,3.0,4.0,4.0,3.0,2.0,9562.0,108000.0
86.0,1.0,2.0,3.5,1.0,5.0,4.0,4.0,6.0,4.0,2.0,67.0,552000.0
63.0,1.0,21.0,4.4,1.0,7.0,4.0,3.0,3.0,3.0,2.0,610.0,360000.0
244.0,79.0,769.0,,1.0,,6.0,7.0,12.0,16.0,1.0,27088.0,3000000.0
52.0,1.0,8.0,4.0,1.0,,5.0,6.0,8.0,5.0,3.0,316.0,340000.0
60.0,75.0,731.0,4.0,1.0,,3.0,4.0,4.0,4.0,0.0,26023.0,420000.0
181.0,77.0,747.0,10.0,1.0,10.0,2.0,4.0,4.0,5.0,2.0,26515.0,740000.0
25.0,1.0,20.0,,1.0,,5.0,2.0,2.0,1.0,2.0,643.0,128000.0
40.0,79.0,775.0,,1.0,,4.0,4.0,4.0,4.0,2.0,27349.0,86000.0
105.0,1.0,7.0,6.0,1.0,10.0,6.0,5.0,7.0,4.0,2.0,298.0,1320000.0
38.0,1.0,274.0,3.3,1.0,3.0,5.0,4.0,4.0,3.0,3.0,9844.0,212000.0
64.0,33.0,326.0,5.0,1.0,13.0,6.0,5.0,5.0,4.0,0.0,12034.0,300000.0
50.0,1.0,20.0,3.6,1.0,3.5,6.0,5.0,4.0,4.0,1.0,649.0,264000.0
31.0,1.0,8.0,5.7,1.0,2.0,4.0,5.0,3.0,4.0,2.0,322.0,240000.0
35.0,1.0,4.0,5.0,1.0,,7.0,7.0,4.0,6.0,2.0,133.0,360000.0
56.0,1.0,8.0,4.0,1.0,,7.0,7.0,10.0,10.0,2.0,325.0,424000.0
65.0,1.0,6.0,4.4,1.0,3.0,2.0,5.0,7.0,7.0,2.0,217.0,448000.0
72.5,79.0,761.0,4.0,1.0,3.0,6.0,1.0,3.0,3.0,3.0,26764.0,156000.0
100.0,79.0,768.0,,1.0,,3.0,4.0,6.0,6.0,2.0,27049.0,800000.0
35.0,1.0,9.0,3.6,1.0,8.0,1.0,5.0,3.0,4.0,2.0,364.0,294000.0
80.0,79.0,765.0,,1.0,,5.0,4.0,13.0,13.0,2.0,26914.0,167200.0
44.0,1.0,2.0,3.2,1.0,3.0,7.0,4.0,4.0,3.0,2.0,67.0,198000.0
162.0,40.0,412.0,10.0,1.0,14.0,6.0,3.0,3.0,3.0,2.0,16711.0,327999.99999999994
176.0,79.0,785.0,11.0,1.0,30.0,7.0,3.0,3.0,3.0,2.0,27622.0,620000.0
315.0,48.0,494.0,,1.0,7.5,5.0,3.0,5.0,5.0,2.0,20285.0,840000.0
90.0,1.0,18.0,5.0,1.0,35.0,2.0,4.0,5.0,6.0,2.0,565.0,860000.0
102.0,79.0,762.0,5.0,1.0,20.0,7.0,5.0,5.0,5.0,1.0,26809.0,640000.0
75.0,79.0,763.0,5.0,1.0,20.0,8.0,3.0,4.0,3.0,2.0,26866.0,268000.0
100.0,79.0,763.0,,1.0,20.0,3.0,3.0,4.0,4.0,2.0,26866.0,339600.0
126.0,1.0,6.0,,1.0,40.0,2.0,2.0,4.0,4.0,3.0,196.0,3200000.0
60.0,1.0,268.0,4.0,4.0,7.0,6.0,2.0,1.0,2.0,3.0,9544.0,228000.0
200.0,1.0,20.0,10.0,1.0,13.0,5.0,4.0,3.0,3.0,2.0,643.0,1200000.0
102.0,77.0,747.0,,4.0,26.0,6.0,3.0,4.0,4.0,0.0,26542.0,191760.0
80.0,1.0,268.0,5.0,4.0,20.0,6.0,5.0,5.0,5.0,1.0,9571.0,464000.0
60.0,79.0,768.0,,1.0,,5.0,3.0,3.0,3.0,1.0,27061.0,134400.0
230.0,79.0,769.0,6.0,1.0,30.0,8.0,5.0,29.0,30.0,2.0,27088.0,2200000.0
53.0,79.0,765.0,5.0,1.0,,2.0,3.0,3.0,3.0,2.0,26926.0,256000.0
216.0,79.0,762.0,12.0,1.0,,4.0,2.0,10.0,10.0,2.0,26809.0,760000.0
55.0,1.0,7.0,,1.0,,2.0,7.0,10.0,9.0,2.0,283.0,1100000.0
80.0,79.0,768.0,5.0,1.0,6.0,4.0,3.0,4.0,5.0,2.0,27061.0,83600.0
285.0,1.0,19.0,14.0,1.0,30.0,6.0,5.0,4.0,4.0,2.0,592.0,3760000.0
100.0,79.0,769.0,5.0,1.0,12.0,4.0,2.0,2.0,3.0,2.0,27097.0,396000.0
45.0,79.0,777.0,4.0,1.0,4.0,6.0,2.0,3.0,2.0,1.0,27448.0,139200.0
140.0,79.0,764.0,7.0,1.0,12.0,1.0,4.0,4.0,5.0,2.0,26884.0,1400000.0
48.0,1.0,7.0,4.0,1.0,,3.0,5.0,4.0,4.0,2.0,283.0,227600.0
40.0,1.0,9.0,4.2,1.0,2.5,6.0,4.0,4.0,3.0,2.0,373.0,294000.0
120.0,1.0,268.0,5.0,1.0,25.0,3.0,5.0,6.0,5.0,2.0,9556.0,992000.0
151.0,1.0,3.0,9.8,1.0,,5.0,5.0,4.0,4.0,2.0,109.0,1440000.0
318.5,1.0,3.0,20.0,1.0,20.0,3.0,4.0,6.0,6.0,2.0,91.0,5083200.0
90.0,79.0,764.0,,1.0,,4.0,4.0,4.0,5.0,2.0,26887.0,376000.0
51.0,79.0,765.0,,1.0,,2.0,3.0,4.0,5.0,1.0,26908.0,102000.0
58.0,79.0,767.0,,1.0,,6.0,4.0,3.0,3.0,1.0,27013.0,240000.0
31.0,1.0,4.0,6.51,1.0,3.0,6.0,5.0,3.0,4.0,3.0,139.0,220000.0
47.0,79.0,766.0,,1.0,,5.0,3.0,4.0,3.0,2.0,26977.0,102000.0
54.0,79.0,768.0,6.0,1.0,6.0,5.0,4.0,4.0,4.0,2.0,27046.0,122000.0
53.0,79.0,768.0,4.15,1.0,5.0,2.0,4.0,4.0,4.0,2.0,27046.0,98000.0
300.0,25.0,239.0,,2.0,,3.0,2.0,4.0,3.0,2.0,8686.0,236000.0
108.0,1.0,268.0,5.0,1.0,40.0,6.0,5.0,5.0,5.0,1.0,9542.0,1316000.0
126.0,79.0,778.0,,1.0,,3.0,2.0,4.0,3.0,1.0,27490.0,1020000.0
168.0,79.0,769.0,8.0,1.0,15.0,6.0,3.0,4.0,5.0,0.0,26854.0,396000.0
42.0,1.0,3.0,4.0,1.0,4.0,7.0,5.0,6.0,4.0,2.0,109.0,240000.0
32.0,1.0,8.0,,1.0,,5.0,5.0,5.0,4.0,3.0,328.0,159200.0
180.0,1.0,268.0,9.0,1.0,25.0,5.0,3.0,4.0,4.0,1.0,9886.0,1320000.0
95.0,1.0,268.0,7.5,1.0,30.0,3.0,4.0,6.0,5.0,2.0,9542.0,1060000.0
106.0,79.0,764.0,4.2,1.0,16.0,4.0,7.0,25.0,25.0,2.0,26893.0,1160000.0
60.0,79.0,766.0,5.0,1.0,5.0,7.0,4.0,4.0,4.0,2.0,26974.0,126000.0
69.0,1.0,1.0,,1.0,,5.0,6.0,5.0,5.0,2.0,7.0,920000.0
69.0,1.0,1.0,,1.0,,4.0,5.0,5.0,5.0,3.0,7.0,1008000.0
64.7,79.0,764.0,,1.0,,3.0,3.0,4.0,5.0,1.0,26896.0,130000.0
62.0,75.0,731.0,4.0,1.0,10.0,5.0,2.0,3.0,3.0,2.0,26068.0,110000.0
38.0,79.0,776.0,4.3,1.0,3.0,4.0,2.0,2.0,2.0,2.0,27418.0,164000.0
133.9,79.0,765.0,,1.0,15.0,2.0,2.0,3.0,2.0,3.0,26920.0,612000.0
38.0,1.0,8.0,,1.0,,4.0,4.0,4.0,4.0,3.0,337.0,218000.0
60.0,79.0,762.0,4.5,1.0,8.0,6.0,4.0,4.0,5.0,3.0,26809.0,276000.0
57.7,79.0,766.0,4.23,1.0,,1.0,3.0,4.0,4.0,1.0,26965.0,167600.00000000003
38.0,1.0,268.0,,1.0,,3.0,5.0,4.0,3.0,2.0,10123.0,78000.0
147.1,1.0,6.0,6.1,1.0,2.5,3.0,6.0,10.0,10.0,2.0,220.0,674400.0
65.0,1.0,1.0,,1.0,3.0,3.0,7.0,10.0,11.0,2.0,31.0,520000.0
90.0,1.0,5.0,5.0,1.0,15.0,8.0,5.0,4.0,4.0,2.0,175.0,1420000.0
61.0,1.0,5.0,,1.0,,5.0,5.0,10.0,10.0,2.0,167.0,420000.0
100.0,1.0,7.0,,1.0,,6.0,2.0,3.0,2.0,3.0,244.0,460000.0
70.0,79.0,760.0,4.0,1.0,16.0,5.0,6.0,5.0,4.0,3.0,26737.0,1120000.0
62.0,74.0,725.0,,1.0,22.0,3.0,2.0,3.0,3.0,3.0,25969.0,112000.0
40.0,1.0,1.0,4.0,1.0,3.0,7.0,5.0,6.0,5.0,2.0,7.0,244000.0
100.0,79.0,764.0,5.0,1.0,12.0,7.0,4.0,6.0,5.0,2.0,26890.0,640000.0
16.0,79.0,764.0,3.2,1.0,2.0,7.0,4.0,3.0,2.0,3.0,26902.0,107200.0
70.0,48.0,493.0,,1.0,,5.0,2.0,2.0,2.0,3.0,20278.0,220000.0
260.0,1.0,276.0,16.0,1.0,22.0,5.0,3.0,4.0,3.0,2.0,4936.0,400000.0
52.0,79.0,771.0,5.3,1.0,30.0,8.0,6.0,6.0,6.0,2.0,27178.0,780000.0
38.0,1.0,274.0,,1.0,,1.0,4.0,3.0,4.0,2.0,9877.0,100000.0
74.0,79.0,760.0,4.2,1.0,20.0,7.0,2.0,3.0,2.0,1.0,26743.0,2880000.0
240.0,1.0,3.0,15.0,1.0,,4.0,4.0,5.0,4.0,2.0,103.0,2720000.0
120.0,1.0,268.0,,1.0,,7.0,3.0,5.0,5.0,2.0,9551.0,1080000.0
30.0,79.0,760.0,3.0,1.0,6.0,4.0,5.0,2.0,3.0,2.0,26761.0,316000.0
70.0,1.0,1.0,,1.0,,6.0,8.0,13.0,13.0,2.0,16.0,660000.0
62.0,79.0,766.0,,1.0,,6.0,4.0,5.0,6.0,2.0,27007.0,304000.0
56.7,79.0,764.0,,1.0,8.0,4.0,3.0,4.0,5.0,2.0,26899.0,300000.0
61.0,1.0,7.0,3.2,1.0,3.0,6.0,5.0,6.0,4.0,3.0,265.0,432000.0
70.0,1.0,5.0,,1.0,,5.0,6.0,20.0,20.0,1.0,169.0,592000.0
300.0,75.0,742.0,16.0,1.0,16.0,6.0,2.0,3.0,3.0,2.0,26476.0,560000.0
100.0,48.0,493.0,7.0,1.0,,6.0,2.0,3.0,2.0,3.0,20269.0,150000.0
300.0,1.0,1.0,8.2,1.0,20.0,7.0,7.0,19.0,17.0,2.0,8.0,2796000.0
82.0,79.0,769.0,,1.0,,6.0,5.0,4.0,5.0,2.0,27112.0,380000.0
34.0,1.0,21.0,,1.0,2.5,8.0,3.0,4.0,3.0,3.0,607.0,158000.0
120.0,1.0,9.0,8.2,1.0,60.0,1.0,9.0,4.0,8.0,3.0,343.0,2920000.0
250.0,1.0,19.0,,1.0,,2.0,4.0,5.0,4.0,2.0,626.0,2360000.0
70.0,79.0,764.0,,1.0,,4.0,3.0,5.0,5.0,2.0,26898.0,264000.0
99.0,79.0,771.0,,1.0,6.0,5.0,4.0,6.0,8.0,2.0,27175.0,1000000.0
38.5,1.0,268.0,,1.0,,5.0,4.0,4.0,3.0,2.0,9565.0,234000.0
92.0,79.0,762.0,,2.0,7.1,5.0,3.0,4.0,4.0,1.0,26824.0,424000.0
203.5,79.0,778.0,,1.0,,5.0,4.0,17.0,20.0,2.0,27490.0,3520000.0
144.0,79.0,777.0,6.0,1.0,,6.0,2.0,4.0,5.0,3.0,27436.0,840000.0
300.0,1.0,276.0,14.0,4.0,13.0,5.0,3.0,4.0,4.0,2.0,4936.0,520000.0
264.0,79.0,764.0,12.0,1.0,6.0,6.0,8.0,33.0,33.0,2.0,26881.0,1032000.0
40.0,1.0,7.0,3.2,1.0,,5.0,6.0,6.0,3.0,3.0,259.0,300000.0
75.0,1.0,7.0,5.5,1.0,6.0,6.0,4.0,4.0,4.0,3.0,277.0,700000.0
200.0,1.0,18.0,7.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,577.0,556000.0
295.0,1.0,4.0,15.0,1.0,20.0,6.0,4.0,5.0,5.0,2.0,124.0,1860000.0
132.0,79.0,762.0,6.0,1.0,7.0,3.0,4.0,4.0,4.0,1.0,26818.0,440000.0
34.0,1.0,1.0,4.0,1.0,,4.0,4.0,4.0,3.0,1.0,22.0,244000.0
50.0,1.0,5.0,7.0,1.0,,4.0,7.0,6.0,6.0,2.0,172.0,800000.0
105.0,79.0,766.0,5.6,1.0,8.0,6.0,4.0,3.0,3.0,2.0,26968.0,580000.0
48.0,1.0,9.0,4.6,1.0,4.0,7.0,5.0,5.0,5.0,2.0,361.0,250400.0
80.0,79.0,768.0,,1.0,,7.0,3.0,3.0,3.0,2.0,27046.0,476000.0
20.0,1.0,7.0,3.3,1.0,2.0,2.0,4.0,2.0,3.0,1.0,274.0,136000.0
35.0,1.0,9.0,,1.0,,2.0,4.0,4.0,4.0,2.0,343.0,276000.0
83.6,79.0,778.0,,1.0,,2.0,4.0,4.0,5.0,2.0,27493.0,300000.0
55.0,1.0,3.0,,1.0,2.6,2.0,3.0,4.0,3.0,2.0,103.0,260000.0
352.0,79.0,784.0,,1.0,,4.0,1.0,4.0,2.0,2.0,27589.0,420000.0
60.0,1.0,5.0,5.6,1.0,2.0,7.0,6.0,20.0,20.0,3.0,166.0,600000.0
138.7,1.0,8.0,,1.0,21.0,5.0,4.0,8.0,6.0,0.0,316.0,1400000.0
34.0,1.0,268.0,,1.0,,3.0,4.0,3.0,3.0,2.0,9562.0,87200.0
206.0,52.0,540.0,18.0,1.0,6.0,2.0,5.0,15.0,15.0,2.0,21598.0,540000.0
50.0,1.0,4.0,4.5,1.0,4.0,6.0,8.0,3.0,6.0,1.0,148.0,384000.0
33.0,1.0,3.0,3.3,1.0,,1.0,6.0,3.0,3.0,1.0,103.0,340000.0
47.0,1.0,7.0,,1.0,,4.0,4.0,4.0,3.0,2.0,286.0,248000.0
100.0,79.0,764.0,,1.0,,3.0,5.0,6.0,6.0,2.0,26884.0,712000.0
56.0,79.0,765.0,4.0,1.0,6.0,6.0,4.0,4.0,5.0,1.0,26932.0,544000.0
54.0,1.0,268.0,,0.0,,6.0,5.0,6.0,3.0,1.0,10123.0,166000.00000000003
65.0,1.0,4.0,6.0,1.0,6.0,2.0,7.0,4.0,6.0,2.0,139.0,660000.0
130.8,1.0,274.0,6.6,1.0,13.5,6.0,4.0,4.0,3.0,0.0,9877.0,900000.0
29.0,79.0,771.0,,1.0,,4.0,3.0,3.0,3.0,1.0,27169.0,276000.0
130.0,1.0,3.0,7.0,1.0,,1.0,6.0,6.0,6.0,3.0,91.0,1080000.0
56.0,79.0,777.0,4.0,1.0,6.0,2.0,2.0,4.0,2.0,2.0,27445.0,172000.0
273.0,58.0,582.0,2.0,1.0,28.0,2.0,4.0,6.0,3.0,0.0,22780.0,400000.0
90.0,38.0,382.0,6.0,1.0,27.0,6.0,5.0,8.0,8.0,3.0,16516.0,240000.0
58.0,1.0,8.0,6.0,1.0,30.0,7.0,5.0,6.0,7.0,0.0,331.0,640000.0
66.0,1.0,5.0,,1.0,,4.0,4.0,4.0,4.0,2.0,157.0,740000.0
129.0,1.0,274.0,12.0,1.0,17.0,1.0,3.0,6.0,5.0,2.0,9877.0,680000.0
200.0,48.0,495.0,9.0,1.0,,4.0,3.0,3.0,2.0,2.0,20306.0,316000.0
76.0,1.0,4.0,6.7,1.0,6.0,7.0,5.0,5.0,4.0,1.0,148.0,620000.0
51.1,79.0,762.0,3.65,1.0,,6.0,2.0,2.0,2.0,1.0,26821.0,88000.0
25.0,79.0,760.0,,1.0,1.2,3.0,1.0,1.0,2.0,3.0,26761.0,144000.0
34.0,1.0,268.0,3.5,1.0,2.5,8.0,5.0,4.0,4.0,2.0,9541.0,200000.0
283.0,1.0,19.0,20.0,1.0,20.0,3.0,3.0,5.0,5.0,2.0,592.0,3800000.0
32.0,1.0,268.0,,1.0,,1.0,4.0,3.0,3.0,3.0,9562.0,94000.0
54.0,1.0,3.0,,1.0,,5.0,6.0,5.0,5.0,2.0,106.0,980000.0
30.0,1.0,268.0,,1.0,,4.0,5.0,4.0,4.0,3.0,9562.0,112000.0
72.0,79.0,762.0,,1.0,,7.0,3.0,3.0,4.0,3.0,26797.0,220000.0
110.0,79.0,763.0,5.0,1.0,,3.0,3.0,4.0,5.0,0.0,26866.0,392000.0
100.0,19.0,172.0,5.0,1.0,24.0,6.0,4.0,4.0,4.0,2.0,5878.0,76000.0
93.0,79.0,764.0,9.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,26899.0,308000.0
33.0,79.0,770.0,3.1,1.0,2.0,2.0,2.0,3.0,2.0,2.0,27142.0,180000.0
117.0,79.0,766.0,4.5,1.0,16.0,6.0,5.0,4.0,5.0,2.0,27007.0,580000.0
48.0,1.0,4.0,5.0,1.0,,5.0,6.0,4.0,5.0,2.0,148.0,240000.0
132.02,79.0,762.0,7.0,1.0,8.0,5.0,2.0,3.0,3.0,3.0,26812.0,620000.0
135.0,79.0,778.0,6.0,1.0,30.0,3.0,5.0,5.0,6.0,3.0,27493.0,680000.0
53.0,1.0,1.0,4.0,1.0,,4.0,4.0,5.0,4.0,2.0,25.0,424000.0
117.0,1.0,1.0,4.5,1.0,,6.0,6.0,7.0,7.0,2.0,16.0,920000.0
155.0,79.0,767.0,8.0,1.0,20.0,4.0,3.0,4.0,3.0,2.0,27028.0,1120000.0
95.0,79.0,769.0,20.0,0.0,30.0,6.0,5.0,4.0,3.0,1.0,27091.0,1428000.0
69.0,79.0,764.0,,1.0,,8.0,7.0,6.0,6.0,2.0,26876.0,916000.0
67.0,79.0,778.0,4.5,1.0,3.5,1.0,2.0,3.0,3.0,2.0,27487.0,174000.0
43.0,79.0,765.0,3.5,1.0,4.0,4.0,2.0,2.0,3.0,2.0,26920.0,420000.0
59.24,79.0,770.0,5.8,1.0,4.5,3.0,2.0,2.0,3.0,2.0,27124.0,516000.0
86.0,1.0,20.0,5.0,1.0,,6.0,4.0,4.0,3.0,3.0,682.0,144000.0
105.0,79.0,762.0,5.0,1.0,14.0,8.0,5.0,5.0,6.0,2.0,26809.0,672000.0
213.75,1.0,21.0,7.5,1.0,,5.0,4.0,6.0,6.0,1.0,601.0,2180250.0
60.0,1.0,5.0,,1.0,,6.0,6.0,20.0,20.0,2.0,169.0,596000.0
100.0,1.0,275.0,,1.0,,3.0,3.0,3.0,3.0,3.0,9937.0,113200.0
100.0,1.0,7.0,4.5,1.0,5.0,6.0,2.0,2.0,2.0,2.0,280.0,680000.0
310.0,1.0,19.0,,1.0,,3.0,5.0,5.0,5.0,2.0,634.0,2720000.0
91.0,79.0,764.0,20.0,1.0,,8.0,1.0,2.0,1.0,0.0,26898.0,528000.0
52.0,1.0,1.0,5.0,1.0,5.0,1.0,6.0,5.0,6.0,2.0,6.0,520000.0
100.0,1.0,5.0,10.0,1.0,30.0,1.0,10.0,10.0,20.0,2.0,167.0,2640000.0
65.0,1.0,7.0,5.5,1.0,7.0,5.0,6.0,6.0,5.0,1.0,295.0,616000.0
100.0,80.0,803.0,5.0,1.0,60.0,6.0,2.0,4.0,5.0,3.0,28003.0,119600.0
104.0,79.0,777.0,8.0,1.0,12.0,5.0,3.0,5.0,4.0,2.0,27451.0,600000.0
85.0,1.0,8.0,,1.0,,6.0,5.0,5.0,5.0,2.0,328.0,520000.0
40.0,79.0,786.0,,1.0,,2.0,2.0,2.0,1.0,0.0,27652.0,72000.0
36.5,1.0,4.0,5.0,1.0,7.0,3.0,4.0,4.0,4.0,2.0,118.0,276000.0
57.0,1.0,1.0,8.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,6.0,340000.0
64.0,1.0,4.0,,1.0,3.5,2.0,4.0,3.0,4.0,2.0,118.0,192000.0
31.0,1.0,3.0,5.1,1.0,5.0,3.0,5.0,3.0,4.0,2.0,103.0,278000.0
35.0,1.0,4.0,,1.0,,6.0,4.0,4.0,2.0,1.0,151.0,168000.0
105.0,79.0,762.0,7.5,1.0,6.0,1.0,3.0,3.0,4.0,2.0,26809.0,360000.0
107.4,79.0,767.0,5.4,1.0,8.0,1.0,3.0,4.0,4.0,2.0,27019.0,360000.0
400.0,17.0,152.0,20.0,1.0,40.0,3.0,4.0,4.0,3.0,2.0,4942.0,252000.0
32.0,1.0,7.0,4.0,1.0,4.0,4.0,5.0,3.0,4.0,3.0,268.0,227200.0
519.0,79.0,778.0,,1.0,,6.0,3.0,6.0,6.0,0.0,27487.0,6960000.0
275.2,79.0,778.0,,1.0,,6.0,3.0,6.0,6.0,2.0,27487.0,3120000.0
220.0,79.0,778.0,,1.0,,3.0,3.0,5.0,5.0,2.0,27487.0,1840000.0
97.0,75.0,742.0,,4.0,,5.0,3.0,3.0,4.0,0.0,26476.0,392000.0
121.0,1.0,19.0,5.12,1.0,2.3,5.0,1.0,2.0,2.0,2.0,622.0,506000.0
51.0,79.0,771.0,,1.0,,4.0,3.0,3.0,3.0,2.0,27193.0,252000.0
243.0,79.0,767.0,7.0,4.0,12.0,3.0,6.0,28.0,28.0,2.0,27031.0,1040000.0
110.0,79.0,785.0,,4.0,40.0,5.0,4.0,4.0,5.0,1.0,27619.0,700000.0
60.0,79.0,778.0,4.0,1.0,6.0,3.0,3.0,4.0,5.0,3.0,27487.0,380000.0
52.0,1.0,268.0,4.0,1.0,2.0,7.0,4.0,4.0,3.0,2.0,9538.0,280000.0
30.3,1.0,268.0,4.6,1.0,,5.0,3.0,2.0,2.0,2.0,9565.0,120000.0
126.0,79.0,778.0,,1.0,,7.0,3.0,3.0,4.0,2.0,27490.0,1040000.0
100.0,74.0,718.0,,1.0,,3.0,3.0,4.0,5.0,3.0,25774.0,156000.0
51.0,79.0,778.0,4.06,1.0,3.0,5.0,4.0,7.0,7.0,2.0,27475.0,260000.0
36.0,1.0,19.0,3.6,1.0,5.0,3.0,4.0,5.0,4.0,3.0,637.0,320000.0
60.0,1.0,268.0,,1.0,,2.0,5.0,4.0,4.0,2.0,9886.0,400000.0
132.0,1.0,3.0,6.0,1.0,40.0,4.0,4.0,6.0,6.0,1.0,103.0,2612000.0
68.0,79.0,777.0,4.0,1.0,8.0,8.0,6.0,5.0,6.0,2.0,27451.0,258000.0
52.0,1.0,5.0,,1.0,,5.0,7.0,7.0,7.0,2.0,157.0,520000.0
463.0,79.0,763.0,6.1,1.0,,5.0,6.0,60.0,60.0,2.0,26842.0,1200000.0
33.0,1.0,21.0,4.5,1.0,3.5,3.0,5.0,3.0,4.0,1.0,617.0,212000.0
117.0,75.0,731.0,,4.0,60.0,3.0,3.0,4.0,4.0,2.0,26380.0,240000.0
145.0,1.0,2.0,2.77,1.0,12.0,1.0,7.0,26.0,30.0,2.0,61.0,5680000.0
112.0,79.0,767.0,,1.0,20.0,3.0,2.0,3.0,3.0,2.0,27010.0,920000.0
260.0,1.0,276.0,,1.0,,1.0,4.0,6.0,5.0,1.0,4936.0,392000.0
140.0,79.0,778.0,,1.0,,7.0,3.0,4.0,4.0,1.0,27487.0,1320000.0
